product_category,product_colour,product_currency,product_description,product_link,product_name,product_price,product_region,product_size,product_time
Accessoires Femmes,blanc,€,Ce sac bandoulière en cuir est doté d'une boucle esprit salopette et de coutures dorées. Cet accessoire est doté d'une fermeture à rabat magnétique et d'une bandoulière chaîne.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-femmes/sac-bandouliere-a-boucle-salopette-e003/EE1VVBBS1-E71493_ENU_NR_E003__.html?cgid=11000021,Sac bandoulière à boucle Salopette,350 €,France,no available,2020-03-30 19:45:01.601936
Accessoires Femmes,brun,€,Ce sac banane en cuir est doté d'une boucle esprit salopette et de coutures dorées. Ce modèle est doté d'une fermeture à rabat magnétique et d'une ceinture en cuir amovible.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-femmes/sac-banane-a-boucle-salopette-e712/EE1VVBBS4-E71493_ENU_NR_E712__.html?cgid=11000021,Sac banane à boucle Salopette,340 €,France,no available,2020-03-30 19:45:01.638095
Accessoires Femmes,noir,€,Ce sac banane en cuir est doté d'une boucle esprit salopette et de coutures dorées. Ce modèle est doté d'une fermeture à rabat magnétique et d'une ceinture en cuir amovible.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-femmes/sac-banane-a-boucle-salopette-e899/EE1VVBBS4-E71493_ENU_NR_E899__.html?cgid=11000021,Sac banane à boucle Salopette,340 €,France,no available,2020-03-30 19:45:01.674367
Accessoires Femmes,blanc,€,Ce sac banane en cuir est doté d'une boucle esprit salopette et de coutures dorées. Ce modèle est doté d'une fermeture à rabat magnétique et d'une ceinture en cuir amovible.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-femmes/sac-banane-a-boucle-salopette-e003/EE1VVBBS4-E71493_ENU_NR_E003__.html?cgid=11000021,Sac banane à boucle Salopette,340 €,France,no available,2020-03-30 19:45:01.728145
Accessoires Femmes,blanc,€,Ce sac à main en cuir est doté d'une boucle esprit salopette et de coutures dorées. Cet accessoire est doté d'une fermeture à rabat magnétique et d'une poignée amovible.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-femmes/sac-a-main-a-boucle-salopette-e003/EE1VVBBS3-E71493_ENU_NR_E003__.html?cgid=11000021,Sac à main à boucle Salopette,415 €,France,no available,2020-03-30 19:45:01.914564
Accessoires Femmes,noir,€,Ce sac à main en cuir est doté d'une boucle esprit salopette et de coutures dorées. Cet accessoire est doté d'une fermeture à rabat magnétique et d'une poignée amovible.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-femmes/sac-a-main-a-boucle-salopette-e899/EE1VVBBS3-E71493_ENU_NR_E899__.html?cgid=11000021,Sac à main à boucle Salopette,415 €,France,no available,2020-03-30 19:45:02.011925
Accessoires Femmes,noir,€,Ce sac bandoulière en cuir est doté d'une boucle esprit salopette et de coutures dorées. Cet accessoire est doté d'une fermeture à rabat magnétique et d'une bandoulière chaîne.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-femmes/sac-bandouliere-a-boucle-salopette-e899/EE1VVBBS1-E71493_ENU_NR_E899__.html?cgid=11000021,Sac bandoulière à boucle Salopette,350 €,France,no available,2020-03-30 19:45:02.048758
Accessoires Hommes,blanc,€,Ce bob est rehaussé d'un motif logo et d'une fermeture style cravate texane.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/bob-avec-logo-e003/EE8GVAK07-E65021_E003.html?cgid=12000021,Bob avec logo,75 €,France,M,2020-03-30 19:45:02.574327
Accessoires Hommes,noir,€,Cette ceinture en cuir présente une boucle logo noire entourée d'éléments Baroque.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/ceinture-a-boucle-baroque-e899/ED8YVBF05-E71554_E899.html?cgid=12000021,Ceinture à boucle Baroque,115 €,France,"80,85,90,95,100,105,110",2020-03-30 19:45:02.611210
Accessoires Hommes,bleu,€,Ce sac banane est orné d'un imprimé Logo Allover et doté d'une fermeture zippée sur le dessus ainsi que d'une ceinture réglable rehaussée des lettres du logo.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/sac-banane-a-imprime-logo-allover-e239/EE1YVBB56-E71505_ENU_NR_E239__.html?cgid=12000021,Sac banane à imprimé Logo Allover,115 €,France,no available,2020-03-30 19:45:02.652647
Accessoires Hommes,blanc,€,Chaussettes douces ornées d'un motif logo.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/chaussettes-a-logo-e003/ED9GVAJ51-E50325_E003.html?cgid=12000021,Chaussettes à logo,50 €,France,"S,M,L",2020-03-30 19:45:02.811219
Accessoires Hommes,blanc,€,"Ces baskets basses à lacets, ornées du logo en relief sur les côtés et sur la languette, présentent une semelle épaisse.",https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/baskets-basses-a-logo-ek86/EE0YVBSF8-E71544_EK86.html?cgid=12000021,Baskets basses à logo,220 €,France,"40,41,42,43,44,45",2020-03-30 19:45:02.940433
Accessoires Hommes,blanc,€,Chaussettes douces ornées des lettres du logo.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/chaussettes-a-logo-e003/ED9GVAJ50-E50325_E003.html?cgid=12000021,Chaussettes à logo,25 €,France,"S,M,L",2020-03-30 19:45:03.024483
Accessoires Hommes,blanc,€,Chaussettes ornées d'un motif logo.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/chaussettes-a-logo-e003/ED9GVBJ50-E50325_E003.html?cgid=12000021,Chaussettes à logo,50 €,France,"S,M,L",2020-03-30 19:45:03.083053
Accessoires Hommes,noir,€,Chaussettes ornées d'un motif logo.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/chaussettes-a-logo-e899/ED9GVBJ50-E50325_E899.html?cgid=12000021,Chaussettes à logo,50 €,France,"S,M,L",2020-03-30 19:45:03.175840
Accessoires Hommes,noir,€,Chaussures à lacets en cuir à patte d'enfilage ornée du logo sur le talon.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/chaussures-a-lacets-tank-en-cuir-e899/EE0YVBS01-E71387_E899.html?cgid=12000021,Chaussures à lacets Tank en cuir,285 €,France,"39,40,41,42,43,44,45",2020-03-30 19:45:03.791570
Accessoires Hommes,noir,€,Bottines à lacets en cuir à patte d'enfilage ornée du logo sur le talon.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/bottes-tank-en-cuir-e899/EE0YVBS04-E71387_E899.html?cgid=12000021,Bottes Tank en cuir,340 €,France,"39,40,41,42,43,44,45",2020-03-30 19:45:03.850663
Accessoires Hommes,blanc,€,"Ces baskets basses à lacets, ornées du logo en relief sur les côtés et sur la languette, présentent une semelle épaisse.",https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/baskets-basses-a-logo-e003/EE0YVBSF6-E71542_E003.html?cgid=12000021,Baskets basses à logo,220 €,France,"40,41,42,43,44,45",2020-03-30 19:45:03.939436
Accessoires Hommes,noir,€,Chaussettes douces ornées des lettres du logo.,https://www.versace.com/fr/fr-fr/jeans-couture/accessoires-hommes/chaussettes-a-logo-e899/ED9GVAJ50-E50325_E899.html?cgid=12000021,Chaussettes à logo,25 €,France,"S,M,L",2020-03-30 19:45:03.982939
Gifts For Your Home,White,$,Elegant 5 piece set of Versace towels boasting a textural Barocco motif and the logo.,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/barocco-motif-5-piece-towel-set-z4001/ZSET5TO01-ZCOSP095_Z01_UNIC_Z4001__.html?cgid=540000,Barocco Motif 5 Piece Towel Set,$425,United States,no available,2020-03-30 19:45:05.741603
Gifts For Your Home,print,$,"Dinner plate made out of the finest porcelain. From the ""La scala del palazzo"" collection that draws inspiration from Versace's Milanese palazzo in Via Gesù - more specifically the scenic marble staircase leading to the private quarters. Evoking intimacy ""behind closed doors"", the collection boasts an elegant combination of architectural style and a delicate pastel rose palette.",https://www.versace.com/us/en-us/gifts/gifts-for-your-home/scala-del-palazzo-rosa-28-cm-plate-n1933/N10229-N403665_RTU_TU_N1933__.html?cgid=540000,Scala del Palazzo Rosa 28 cm Plate,$145,United States,no available,2020-03-30 19:45:05.962850
Gifts For Your Home,N1933,$,"Crafted in exceptional quality porcelain, this plate features an all-over motif of Barocco flowers.",https://www.versace.com/us/en-us/gifts/gifts-for-your-home/medusa-rhapsody-21-cm-plate-n1933/N10221-N403670_RTU_TU_N1933__.html?cgid=540000,Medusa Rhapsody 21 cm Plate,$105,United States,no available,2020-03-30 19:45:06.019893
Gifts For Your Home,print,$,Cushion boasting the Crete de Fleur print. This elegant accessory is crafted in fine silk and features fringed borders.,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/crete-de-fleur-silk-cushion-z7626/ZCU454501-ZSEP0184_Z01_UNIC_Z7626__.html?cgid=540000,Crete de Fleur Silk Cushion,$395,United States,no available,2020-03-30 19:45:06.053774
Gifts For Your Home,print,$,This reversible pillow boasts the I ♡ Baroque print in two different tones bringing elegance into your home.,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/i-%E2%99%A1-baroque-reversible-silk-pillow-z7052/ZCU454506-ZCOP0105_Z01_UNIC_Z7052__.html?cgid=540000,I ♡ Baroque Reversible Silk Pillow,$225,United States,no available,2020-03-30 19:45:06.090637
Gifts For Your Home,black+print,$,Luxury slippers in soft cotton boasting a textural all-over logo pattern and enriched with a gold-tone Medusa.,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/medusa-slippers-z4557/ZSLB00004-ZCOSP052_Z4557.html?cgid=540000,Medusa Slippers,$250,United States,"S,M,L,XL",2020-03-30 19:45:06.147873
Gifts For Your Home,print,$,"Crafted from soft cotton, this bed linen set of four pieces features a border from the I ♡ Baroque print.",https://www.versace.com/us/en-us/gifts/gifts-for-your-home/i-%E2%99%A1-baroque-border-bed-linen-set-z7122/ZBEDSET07-ZCOP0105_Z7122.html?cgid=540000,I ♡ Baroque Border Bed Linen Set,$925,United States,"KING,CALKI",2020-03-30 19:45:06.634688
Gifts For Your Home,print,$,Luxurious 4 piece set of Versace blankets featuring the La Coupe de Dieux print.,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/la-coupe-des-dieux-set-of-4-blankets-z7624/ZBEDSET07-ZCOP0012_Z7624.html?cgid=540000,La Coupe Des Dieux Set of 4 Blankets,$995,United States,"KING,CALKI",2020-03-30 19:45:06.690096
Gifts For Your Home,Black/Gold,$,Ornate detailing of this Barocco plate compliments an exquisite table setting.,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/barocco-plate-33-cm-n1045/N10263-N403608_RTU_TU_N1045__.html?cgid=540000,Barocco Plate 33 cm,$325,United States,no available,2020-03-30 19:45:06.729750
Gifts For Your Home,print,$,"Crafted from fine silk, this elegant quilted sleep mask boasts the La Coupe des Dieux print and features an elegant case with a string closure.",https://www.versace.com/us/en-us/gifts/gifts-for-your-home/la-coupe-des-dieux-silk-sleep-mask-z7624/ZMAS18104-ZSEP0185_Z01_UNIC_Z7624__.html?cgid=540000,La Coupe Des Dieux Silk Sleep Mask,$275,United States,no available,2020-03-30 19:45:06.766980
Gifts For Your Home,print,$,The I ♡ Baroque print reversible comforter is crafted in luxurious cotton sateen.,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/i-%E2%99%A1-baroque-comforter-z7052/ZBCS27001-ZCOP0105_Z01_UNIC_Z7052__.html?cgid=540000,I ♡ Baroque Comforter,$925,United States,no available,2020-03-30 19:45:06.835338
Gifts for Kids,blue,$,"Soft, stretch cotton sweatpants featuring an elasticized Greca waistband and ribbed ankle knits.",https://www.versace.com/us/en-us/gifts/gifts-for-kids/greca-border-sweatpants-ya124/YB000077-YA00077_YA124.html?cgid=530000,Greca Border Sweatpants,$185,United States,"12M18,18M24,24M,36M",2020-03-30 19:45:06.941712
Gifts For Your Home,N1933,$,"Crafted in the finest porcelain, this plate features a central gold-tone Medusa surrounded by an all-over motif of Barocco flowers. The plate is embellished by a Versace 90s Vintage logo label.",https://www.versace.com/us/en-us/gifts/gifts-for-your-home/medusa-rhapsody-blue-33-cm-service-plate-n1933/N10263-N403672_RTU_TU_N1933__.html?cgid=540000,Medusa Rhapsody Blue 33 cm Service Plate,$325,United States,no available,2020-03-30 19:45:06.988885
Gifts For Your Home,Black,$,Rokko is a unique accessory for decorating your home with Versace's incomparable style.,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/large-rokko-cheetah-z4800/ZROKKO001-ZMAS0001_Z01_UNIC_Z4800__.html?cgid=540000,Large Rokko Cheetah,$475,United States,no available,2020-03-30 19:45:07.026769
Gifts for Kids,blue,$,Jeans decorated with the 90s Vintage logo on the leg. Features a checkered motif on the reverse pocket.,https://www.versace.com/us/en-us/gifts/gifts-for-kids/90s-vintage-logo-jeans-ya807/YD000070-YA00082_YA807.html?cgid=530000,90s Vintage Logo Jeans,$235,United States,"6A,8A,10A,12A,14A",2020-03-30 19:45:07.108427
Gifts For Your Home,WNUL,$,"The first book documenting Donatella Versace’s career and vision of the maison. Take a look at the Versace legacy, with a series of never-seen-before photos and notes.",https://www.versace.com/us/en-us/gifts/gifts-for-your-home/versace---donatella-versace-book-wnul/WLN16EN01-W1_RTU_TU_WNUL__.html?cgid=540000,Versace - Donatella Versace Book,$95,United States,no available,2020-03-30 19:45:08.005205
Gifts for Kids,print,$,Cotton shirt featuring a motif from the Savage Barocco print. The shirt is embellished with a 90s Vintage Logo on reverse.,https://www.versace.com/us/en-us/gifts/gifts-for-kids/savage-barocco-motif-shirt-ya743/YB000042-YA00278_YA743.html?cgid=530000,Savage Barocco Motif Shirt,$240,United States,6-9M,2020-03-30 19:45:08.070798
Gifts For Your Home,black,$,Plush faux fur slipper embellished with a three-dimensional Medusa plaque.,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/faux-fur-palazzo-slippers-z1008/ZSL000002-ZPL00011_Z1008.html?cgid=540000,Faux Fur Palazzo Slippers,$425,United States,"41,43,45",2020-03-30 19:45:08.109421
Gifts For Your Home,N1448,$,"Crafted out of exceptional quality porcelain, this candle holder is embelisshed by Barocco flowers painted in golden shades. The candle holder is enriched by a Versace 90s Vintage logo label.",https://www.versace.com/us/en-us/gifts/gifts-for-your-home/medusa-rhapsody-25-cm-candle-holder-n1448/N26562-N403670_RTU_TU_N1448__.html?cgid=540000,Medusa Rhapsody 25 cm Candle Holder,$395,United States,no available,2020-03-30 19:45:08.285403
Gifts For Your Home,beige,$,"This Zahara print comforter, from the Vasmara range is crafted in plush cotton wheat and has a jacquard lining.",https://www.versace.com/us/en-us/gifts/gifts-for-your-home/zahara-print-comforter-z7140/ZBC262701-ZCOP0115_Z01_UNIC_Z7140__.html?cgid=540000,Zahara Print Comforter,"$5,750",United States,no available,2020-03-30 19:45:08.323223
Gifts For Your Home,Yellow,$,Rokko is a unique accessory for decorating your home with Versace's incomparable style.,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/small-rokko-cheetah-z4004/ZROKKOB03-ZMAS0001_Z01_UNIC_Z4004__.html?cgid=540000,Small Rokko Cheetah,"$1,125",United States,no available,2020-03-30 19:45:08.359771
Gifts For Your Home,Black,$,,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/greca-terricloth-slippers-z4800/ZSLJ00002-ZCOSP057_Z4800.html?cgid=540000,Greca Terricloth Slippers,$95,United States,"S,M,L,XL",2020-03-30 19:45:08.396853
Gifts For Your Home,Gray/Gold/Blue,$,Gold baroque elements and a bold silver Greek key frame the eloquent details of the new Prestige Gala collection.,https://www.versace.com/us/en-us/gifts/gifts-for-your-home/blue-prestige-gala-18-cm-plate-n1932/N10218-N403638_RTU_TU_N1932__.html?cgid=540000,Blue Prestige Gala 18 cm Plate,$200,United States,no available,2020-03-30 19:45:08.432578
Gifts for Kids,white,$,"Soft, elastic socks boasting the Versace logo.",https://www.versace.com/us/en-us/gifts/gifts-for-kids/logo-socks-ya002/YD000127-YA00352_YA002.html?cgid=530000,Logo Socks,$65,United States,"25-27,28-30,31-33,34-37,38-40",2020-03-30 19:45:08.610116
Gifts for Kids,print,$,Long-sleeved romper boasting an all-over Medusa Emoji print. Enriched with a Peter Pan collar and button-up closure on reverse.,https://www.versace.com/us/en-us/gifts/gifts-for-kids/medusa-emoji-print-romper-ya701/YE000037-YA00128_YA701.html?cgid=530000,Medusa Emoji Print Romper,$190,United States,"0-3M,3-6M,6-9M,9-12M",2020-03-30 19:45:08.651064
Gifts for Kids,gold,$,"Crafted from exceptional quality nappa leather, these laminated effect sandals are embellished with a Medusa medallion and Greca hardware.",https://www.versace.com/us/en-us/gifts/gifts-for-kids/medusa-laminated-sandals-ys57z/YFF00002-YB00035_YS57Z.html?cgid=530000,Medusa Laminated Sandals,$255,United States,"15,16,17,18,19",2020-03-30 19:45:08.687461
Gifts for Kids,print,$,"sweatpants boasting the Savage Barocco print, featuring contrast color ribbed knits.",https://www.versace.com/us/en-us/gifts/gifts-for-kids/savage-barocco-print-sweatpants-ya743/YD000099-YA00277_YA743.html?cgid=530000,Savage Barocco Print Sweatpants,$245,United States,"4A,6A,8A,10A,12A,14A",2020-03-30 19:45:08.761593
Gifts for Kids,black,$,"Soft, stretch cotton sweatpants featuring an elasticized Greca waistband and ribbed ankle knits.",https://www.versace.com/us/en-us/gifts/gifts-for-kids/greca-border-sweatpants-ya008/YB000077-YA00077_YA008.html?cgid=530000,Greca Border Sweatpants,$185,United States,"9-12M,12M18,18M24,24M,36M",2020-03-30 19:45:09.314955
Gifts for Kids,black,$,Sweatshirt and trackpants boasting a contrast color tape on the sides. The sweatshirt features an embroidered 90s Vintage logo.,https://www.versace.com/us/en-us/gifts/gifts-for-kids/90s-vintage-logo-set-ya008/YD000073-YA00078_YA008.html?cgid=530000,90s Vintage Logo Set,$540,United States,"6A,8A,10A,12A,14A",2020-03-30 19:45:09.403586
Gifts for Kids,white,$,Soft cotton blend baby bibs deocrated with a gold-tone Medusa and 90s Vintage logo.,https://www.versace.com/us/en-us/gifts/gifts-for-kids/baby-bib-set-ya70a/YE000064-YA00019_Y001_UNI_YA70A__.html?cgid=530000,Baby Bib Set,$130,United States,no available,2020-03-30 19:45:09.618398
